movie_title,genres,tomatometer_rating,predicted_y,predicted_y_string,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentar,IMAX,Western,Film-Noir,(no genre listed)
Spice World,Comedy,34,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider Baby,"Classics, Comedy, Horror",94,0,Fresh,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spider in the Web,"Drama, Mystery & Suspense",75,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Spider-Man: Far From Home,"Action & Adventure, Science Fiction & Fantasy",90,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Spider-Man: Homecoming,"Action & Adventure, Drama, Science Fiction & Fantasy",92,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Spider-Man: Into the Spider-Verse,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",97,1,Certified Fresh,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Spiderhole,"Art House & International, Horror, Mystery & Suspense",22,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Spider-Man,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",90,1,Certified Fresh,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Spider-Man 2,"Action & Adventure, Science Fiction & Fantasy",93,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Spider-Man 3,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",62,0,Fresh,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Spiders,Mystery & Suspense,13,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Spiders, Part 1: The Golden Lake (Die Spinnen, 1. Teil - Der Goldene See)","Action & Adventure, Western",100,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Spiderwick Chronicles,"Action & Adventure, Drama, Science Fiction & Fantasy",80,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Spies in Disguise,"Action & Adventure, Animation, Comedy, Kids & Family",76,1,Certified Fresh,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spies Like Us,"Action & Adventure, Comedy, Mystery & Suspense",32,-1,Rotten,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Spike Island,Drama,43,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spin Out,"Comedy, Romance",13,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spine Tingler: The William Castle Story,"Documentary, Television",100,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spinning Into Butter,Drama,16,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinning Man,Mystery & Suspense,42,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Spinning Plates,"Documentary, Special Interest",85,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spiral,Documentary,40,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spiral Farm,Drama,100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spirit of '76,"Comedy, Musical & Performing Arts, Science Fiction & Fantasy",80,0,Fresh,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Spirit of St. Louis,"Action & Adventure, Classics, Drama",85,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Spirit - Stallion of the Cimarron,"Animation, Drama, Kids & Family",70,0,Fresh,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Trap,Horror,20,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spirited Away,"Animation, Drama, Kids & Family, Science Fiction & Fantasy",97,1,Certified Fresh,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Spitfire Grill,Drama,33,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Splendor in the Grass,"Classics, Drama, Romance",82,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Splintered,"Horror, Mystery & Suspense",25,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Splinters,"Documentary, Sports & Fitness",82,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Split,"Drama, Horror, Mystery & Suspense",77,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Spoken Word,Drama,46,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The SpongeBob SquarePants Movie,"Animation, Comedy, Kids & Family, Special Interest",68,0,Fresh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spork,"Comedy, Drama",55,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,"Drama, Mystery & Suspense",97,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Spread,Comedy,21,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spree,"Comedy, Horror, Mystery & Suspense",63,0,Fresh,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Spring,"Horror, Science Fiction & Fantasy, Romance",84,1,Certified Fresh,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Spring Breakdown,Comedy,55,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Breakers,"Action & Adventure, Art House & International, Comedy, Cult Movies, Drama",67,0,Fresh,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Spring Forward,Drama,88,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring, Summer, Fall, Winter...and Spring","Art House & International, Drama",94,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Springsteen And I,"Documentary, Musical & Performing Arts, Special Interest",88,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Springsteen on Broadway,"Documentary, Musical & Performing Arts",96,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Springtime in a Small Town (Xiao cheng zhi chun),"Art House & International, Drama",86,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprinter,Drama,73,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spun,"Comedy, Drama",37,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sputnik,"Horror, Science Fiction & Fantasy",89,1,Certified Fresh,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Spy,Comedy,95,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Game,"Action & Adventure, Drama, Mystery & Suspense",66,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Spy Hard,"Action & Adventure, Comedy",8,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spy Intervention,"Action & Adventure, Comedy, Romance",33,-1,Rotten,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids,"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",93,1,Certified Fresh,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Spy Kids 2: The Island of Lost Dreams,"Action & Adventure, Kids & Family, Mystery & Suspense",75,1,Certified Fresh,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Spy Kids 3-D - Game Over,"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",45,-1,Rotten,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Spy Kids: All the Time in the World in 4D,"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",22,-1,Rotten,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
The Spy Next Door,"Action & Adventure, Comedy",12,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Spy Who Loved Me,"Action & Adventure, Mystery & Suspense",80,1,Certified Fresh,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Spymate,"Action & Adventure, Comedy, Kids & Family",17,-1,Rotten,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Squanto: A Warrior's Tale,"Action & Adventure, Drama, Kids & Family",60,0,Fresh,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Square Grouper: The Godfathers of Ganja,"Comedy, Documentary, Drama, Special Interest",75,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Squid and the Whale,"Art House & International, Drama",92,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Agatha,"Horror, Mystery & Suspense",64,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
St. Bernard Syndicate,"Art House & International, Comedy",83,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Elmo's Fire,"Drama, Romance",44,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Ives,Mystery & Suspense,44,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
St. Trinian's,Comedy,31,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Trinian's II: The Legend of Fritton's Gold,"Action & Adventure, Comedy",14,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent,Comedy,77,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage Beauty,"Comedy, Drama, Romance",64,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage Door,"Classics, Comedy, Drama",96,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage Fright,Horror,37,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stake Land,Horror,74,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stalag 17,"Action & Adventure, Classics, Comedy, Drama",97,0,Fresh,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stalingrad,"Action & Adventure, Art House & International, Drama",50,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Stalking Moon,"Action & Adventure, Classics, Western, Romance",40,-1,Rotten,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Stan Helsing,"Comedy, Horror",14,-1,Rotten,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stand and Deliver,Drama,82,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand by Me,"Action & Adventure, Drama",91,1,Certified Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stand Clear Of The Closing Doors,Drama,88,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand Up Guys,"Comedy, Drama",36,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard Operating Procedure,"Documentary, Special Interest",79,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standing in the Shadows of Motown,"Documentary, Musical & Performing Arts",91,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Standing Ovation,Musical & Performing Arts,6,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Standing Up, Falling Down",Comedy,86,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standoff,"Action & Adventure, Drama",56,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stanley & Iris,"Drama, Romance",33,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Kubrick: A Life in Pictures,"Documentary, Special Interest, Television",86,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star 80,Drama,86,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Star Chamber,"Drama, Mystery & Suspense",71,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Star Kid,"Kids & Family, Science Fiction & Fantasy",43,-1,Rotten,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star Maps,Drama,35,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek,"Action & Adventure, Drama, Science Fiction & Fantasy",94,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek Beyond,"Action & Adventure, Drama, Science Fiction & Fantasy",86,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek: First Contact,"Action & Adventure, Science Fiction & Fantasy",92,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek Generations,"Action & Adventure, Drama, Science Fiction & Fantasy",48,-1,Rotten,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek II: The Wrath of Khan,"Action & Adventure, Science Fiction & Fantasy",88,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek III - The Search for Spock,"Action & Adventure, Science Fiction & Fantasy",79,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek: Insurrection,"Action & Adventure, Science Fiction & Fantasy",54,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek Into Darkness,Science Fiction & Fantasy,84,1,Certified Fresh,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek IV - The Voyage Home,"Action & Adventure, Comedy, Science Fiction & Fantasy",81,1,Certified Fresh,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek - Nemesis,"Action & Adventure, Science Fiction & Fantasy",38,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek: The Motion Picture,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",41,-1,Rotten,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Star Trek V - The Final Frontier,"Action & Adventure, Science Fiction & Fantasy",21,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek VI - The Undiscovered Country,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",82,1,Certified Fresh,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Star Wars: Episode IV - A New Hope,"Action & Adventure, Drama, Science Fiction & Fantasy",92,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace,"Cult Movies, Kids & Family, Science Fiction & Fantasy",52,-1,Rotten,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones,"Cult Movies, Science Fiction & Fantasy",65,0,Fresh,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: Episode III - Revenge of the Sith,"Action & Adventure, Drama, Science Fiction & Fantasy",80,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: Episode VI - Return of the Jedi,"Action & Adventure, Drama, Science Fiction & Fantasy",82,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: Episode VII - The Force Awakens,"Action & Adventure, Science Fiction & Fantasy",92,1,Certified Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: The Last Jedi,"Action & Adventure, Drama, Science Fiction & Fantasy",90,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: The Rise of Skywalker,"Action & Adventure, Science Fiction & Fantasy",51,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Starbuck,"Art House & International, Comedy",65,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starcrash,Science Fiction & Fantasy,29,-1,Rotten,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
StarDog and TurboCat,"Action & Adventure, Animation, Comedy, Kids & Family",50,-1,Rotten,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stardust,"Action & Adventure, Drama, Science Fiction & Fantasy",76,1,Certified Fresh,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Stardust Memories,"Comedy, Drama",68,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starfish,"Drama, Horror, Science Fiction & Fantasy",87,0,Fresh,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Stargate,"Action & Adventure, Science Fiction & Fantasy",53,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Stark Raving Mad,"Action & Adventure, Comedy, Drama, Mystery & Suspense",20,-1,Rotten,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Starlet,"Comedy, Drama",89,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starman,"Drama, Science Fiction & Fantasy, Romance",85,0,Fresh,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Starred Up,Drama,99,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starry Eyes,"Horror, Science Fiction & Fantasy",74,0,Fresh,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Stars and Strife,Documentary,89,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Stars Fell on Henrietta,Drama,50,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starship Troopers,"Action & Adventure, Cult Movies, Science Fiction & Fantasy",65,0,Fresh,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Starship Troopers 2: Hero of the Federation,Science Fiction & Fantasy,33,-1,Rotten,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starship Troopers 3: Marauder,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",50,-1,Rotten,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Starsky & Hutch,"Action & Adventure, Comedy, Drama",62,0,Fresh,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Start The Revolution Without Me,"Classics, Comedy, Special Interest",83,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter for 10,"Comedy, Drama, Romance",90,1,Certified Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starting Out in the Evening,"Art House & International, Drama",87,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starting Over,"Comedy, Romance",100,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup.com,"Documentary, Special Interest",93,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State and Main,Comedy,86,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Like Sleep,Mystery & Suspense,37,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
State of the Union,"Classics, Comedy, Drama",80,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Property,"Action & Adventure, Drama, Mystery & Suspense",0,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
State Property 2,"Action & Adventure, Drama",14,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Statement,"Drama, Horror, Mystery & Suspense",23,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Stateside,"Drama, Romance",24,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Station Agent,"Art House & International, Comedy, Drama",94,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stations of the Cross,"Art House & International, Drama",92,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stations of the Elevated,"Documentary, Musical & Performing Arts, Special Interest",100,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Status Update,Comedy,0,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay,"Drama, Mystery & Suspense, Science Fiction & Fantasy",27,-1,Rotten,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Stay,Drama,24,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay Cool,Comedy,14,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay Human,Documentary,92,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stay Hungry,"Comedy, Drama",67,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay Tuned,Comedy,47,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staying Alive,"Drama, Musical & Performing Arts, Romance",0,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Steal a Pencil for Me,"Documentary, Special Interest, Romance",95,0,Fresh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steal This Movie,"Art House & International, Comedy, Drama",51,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealing Beauty,"Drama, Romance",51,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealing Harvard,Comedy,9,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealing Home,Drama,20,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steam,Drama,13,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steamboat Bill Jr.,"Action & Adventure, Classics, Comedy",100,0,Fresh,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Steamboy,"Animation, Art House & International, Drama, Science Fiction & Fantasy",59,-1,Rotten,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Steel City,"Art House & International, Drama",83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Steel Helmet,"Action & Adventure, Classics, Drama",100,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Steel Magnolias,"Comedy, Drama",68,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steelyard Blues,"Classics, Comedy",60,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steep,"Documentary, Sports & Fitness",54,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stella Days,"Art House & International, Drama",60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella Street,"Art House & International, Comedy, Drama, Television",12,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella's Last Weekend,Comedy,65,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La sindrome di Stendhal (The Stendhal Syndrome),"Art House & International, Horror, Mystery & Suspense",77,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Step Into Liquid,"Documentary, Sports & Fitness",81,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Step Sisters,Comedy,22,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up,Drama,21,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up 2 the Streets,"Drama, Romance",28,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up 3,"Drama, Musical & Performing Arts, Romance",47,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Step Up: All In,"Drama, Musical & Performing Arts, Romance",42,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Step Up Revolution,"Drama, Musical & Performing Arts, Romance",41,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Stepfather,"Horror, Mystery & Suspense",88,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Stepfather II,Horror,0,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Stepford Wives,"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",26,-1,Rotten,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
